Sr No._x,Reference No (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations_x,Issue Branch Code,Issue Teller,Status,Sr No._y,Date of Encashment ,Name of the Political Party,Account no. of Political Party,Denominations_y,Pay Branch Code,Pay Teller
10862,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12657,10000000,691,5972302,Paid,12282,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10863,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12675,10000000,691,5972302,Paid,12283,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10864,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12681,10000000,691,5972302,Paid,12284,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10865,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12699,10000000,691,5972302,Paid,12402,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10866,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12522,10000000,691,5972302,Paid,12285,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10867,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12536,10000000,691,5972302,Paid,12286,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10868,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12583,10000000,691,5972302,Paid,12287,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10869,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12603,10000000,691,5972302,Paid,12288,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10870,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12613,10000000,691,5972302,Paid,12289,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10871,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12526,10000000,691,5972302,Paid,12290,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10872,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12523,10000000,691,5972302,Paid,12291,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10873,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12639,10000000,691,5972302,Paid,12292,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10874,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12693,10000000,691,5972302,Paid,12403,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10875,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12549,10000000,691,5972302,Paid,12293,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10876,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12509,10000000,691,5972302,Paid,12294,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10877,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12677,10000000,691,5972302,Paid,12295,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10878,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12518,10000000,691,5972302,Paid,12404,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10879,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12541,10000000,691,5972302,Paid,12296,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10880,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12524,10000000,691,5972302,Paid,12297,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10881,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12531,10000000,691,5972302,Paid,12298,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10882,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12571,10000000,691,5972302,Paid,12299,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10883,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12623,10000000,691,5972302,Paid,12300,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10884,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12673,10000000,691,5972302,Paid,12301,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10885,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12530,10000000,691,5972302,Paid,12302,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10886,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12521,10000000,691,5972302,Paid,12303,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10887,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12517,10000000,691,5972302,Paid,12304,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10888,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12559,10000000,691,5972302,Paid,12305,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10889,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12532,10000000,691,5972302,Paid,12306,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10890,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12543,10000000,691,5972302,Paid,12307,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10891,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12563,10000000,691,5972302,Paid,12308,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10892,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12513,10000000,691,5972302,Paid,12309,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10893,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12535,10000000,691,5972302,Paid,12310,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10894,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12605,10000000,691,5972302,Paid,12311,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10895,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12609,10000000,691,5972302,Paid,12312,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10896,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12637,10000000,691,5972302,Paid,12313,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10897,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12540,10000000,691,5972302,Paid,12314,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10898,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12567,10000000,691,5972302,Paid,12315,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10899,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12607,10000000,691,5972302,Paid,12316,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10900,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12627,10000000,691,5972302,Paid,12317,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10901,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12663,10000000,691,5972302,Paid,12318,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10902,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12667,10000000,691,5972302,Paid,12319,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10903,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12519,10000000,691,5972302,Paid,12320,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10904,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12569,10000000,691,5972302,Paid,12321,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10905,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12575,10000000,691,5972302,Paid,12322,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10906,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12619,10000000,691,5972302,Paid,12323,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10907,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12589,10000000,691,5972302,Paid,12324,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10908,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12601,10000000,691,5972302,Paid,12325,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10909,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12643,10000000,691,5972302,Paid,12326,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10910,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12515,10000000,691,5972302,Paid,12327,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10911,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12617,10000000,691,5972302,Paid,12328,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10912,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12651,10000000,691,5972302,Paid,12329,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10913,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12653,10000000,691,5972302,Paid,12330,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10914,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12661,10000000,691,5972302,Paid,12331,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10915,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12669,10000000,691,5972302,Paid,12332,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10916,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12511,10000000,691,5972302,Paid,12333,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10917,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12547,10000000,691,5972302,Paid,12334,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10918,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12557,10000000,691,5972302,Paid,12335,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10919,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12691,10000000,691,5972302,Paid,12405,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10920,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12565,10000000,691,5972302,Paid,12336,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10921,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12585,10000000,691,5972302,Paid,12337,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10922,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12597,10000000,691,5972302,Paid,12338,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10923,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12533,10000000,691,5972302,Paid,12339,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10924,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12553,10000000,691,5972302,Paid,12340,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10925,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12611,10000000,691,5972302,Paid,12341,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10926,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12534,10000000,691,5972302,Paid,12342,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10927,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12591,10000000,691,5972302,Paid,12343,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10928,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12551,10000000,691,5972302,Paid,12344,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10929,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12577,10000000,691,5972302,Paid,12345,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10930,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12538,10000000,691,5972302,Paid,12346,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10931,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12561,10000000,691,5972302,Paid,12347,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10932,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12581,10000000,691,5972302,Paid,12348,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10933,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12621,10000000,691,5972302,Paid,12349,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10934,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12629,10000000,691,5972302,Paid,12350,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10935,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12671,10000000,691,5972302,Paid,12351,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10936,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12520,10000000,691,5972302,Paid,12406,16-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10937,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12647,10000000,691,5972302,Paid,12352,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10938,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12683,10000000,691,5972302,Paid,12353,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10939,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12625,10000000,691,5972302,Paid,12354,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10940,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12649,10000000,691,5972302,Paid,12355,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10941,6.91e+20,14-Nov-22,14-Nov-22,28-Nov-22,VEDANTA LIMITED,OC,12615,10000000,691,5972302,Paid,12356,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,8212066
10942,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN CORP LIMITED,OC,13528,10000000,300,7905165,Paid,12485,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10943,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN CORP LIMITED,OC,13524,10000000,300,7905165,Paid,12486,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10944,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN CORP LIMITED,OC,13532,10000000,300,7905165,Paid,12487,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10945,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN CORP LIMITED,OC,13526,10000000,300,7905165,Paid,12488,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10946,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN CORP LIMITED,OC,13530,10000000,300,7905165,Paid,12489,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10947,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13486,10000000,300,7905165,Paid,12460,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10948,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13476,10000000,300,7905165,Paid,12461,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10949,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13484,10000000,300,7905165,Paid,12462,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10950,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13474,10000000,300,7905165,Paid,12463,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10951,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13490,10000000,300,7905165,Paid,12464,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10952,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13482,10000000,300,7905165,Paid,12465,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10953,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13480,10000000,300,7905165,Paid,12466,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10954,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13492,10000000,300,7905165,Paid,12467,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10955,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13488,10000000,300,7905165,Paid,12468,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10956,3e+20,14-Nov-22,14-Nov-22,28-Nov-22,WELSPUN INDIA LIMITED,OC,13478,10000000,300,7905165,Paid,12469,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10957,1.36e+21,14-Nov-22,14-Nov-22,28-Nov-22,ZYDUS HEALTHCARE LIMITED,OC,13102,10000000,1355,1023671,Paid,12412,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10958,1.36e+21,14-Nov-22,14-Nov-22,28-Nov-22,ZYDUS HEALTHCARE LIMITED,OC,13104,10000000,1355,1023671,Paid,12413,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10959,1.36e+21,14-Nov-22,14-Nov-22,28-Nov-22,ZYDUS HEALTHCARE LIMITED,OC,13106,10000000,1355,1023671,Paid,12414,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
10960,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,TL,987,1000000,1355,1023671,Paid,12617,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
10961,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,TL,989,1000000,1355,1023671,Paid,12618,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
10962,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27517,100000,1355,1023671,Paid,12654,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10963,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27531,100000,1355,1023671,Paid,12655,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10964,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27519,100000,1355,1023671,Paid,12656,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10965,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27523,100000,1355,1023671,Paid,12657,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10966,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27521,100000,1355,1023671,Paid,12658,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10967,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27527,100000,1355,1023671,Paid,12659,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10968,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27533,100000,1355,1023671,Paid,12660,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10969,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27525,100000,1355,1023671,Paid,12661,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10970,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,ANGEL FIBERS LIMITED,OL,27529,100000,1355,1023671,Paid,12662,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10971,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,ASHOK CHOUDHARY,TL,1706,1000000,656,7594437,Paid,12757,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
10972,8.47e+20,15-Nov-22,15-Nov-22,29-Nov-22,AUROBINDO PHARMA LIMITED,OC,12380,10000000,847,7445512,Paid,12821,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
10973,8.47e+20,15-Nov-22,15-Nov-22,29-Nov-22,AUROBINDO PHARMA LIMITED,OC,12376,10000000,847,7445512,Paid,12822,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
10974,8.47e+20,15-Nov-22,15-Nov-22,29-Nov-22,AUROBINDO PHARMA LIMITED,OC,12382,10000000,847,7445512,Paid,12823,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
10975,8.47e+20,15-Nov-22,15-Nov-22,29-Nov-22,AUROBINDO PHARMA LIMITED,OC,12374,10000000,847,7445512,Paid,12824,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
10976,8.47e+20,15-Nov-22,15-Nov-22,29-Nov-22,AUROBINDO PHARMA LIMITED,OC,12378,10000000,847,7445512,Paid,12825,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
10977,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12614,10000000,691,5972302,Paid,12581,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10978,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12620,10000000,691,5972302,Paid,12582,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10979,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12618,10000000,691,5972302,Paid,12583,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10980,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12604,10000000,691,5972302,Paid,12584,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10981,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12606,10000000,691,5972302,Paid,12585,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10982,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12610,10000000,691,5972302,Paid,12586,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10983,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12622,10000000,691,5972302,Paid,12587,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10984,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12608,10000000,691,5972302,Paid,12588,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10985,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12616,10000000,691,5972302,Paid,12589,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
10986,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BEST AGROLIFE LIMITED,OC,12612,10000000,691,5972302,Paid,12590,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
